project_id,state,constituency_type,project_category,estimated_cost,sanctioned_amount,expected_duration_days,elapsed_days,progress_pct,contractor_id,contractor_past_delays,monsoon_overlap_days,material_inflation_index,labor_shortage_index,terrain_difficulty,sanction_year,actual_final_cost,actual_delay_days
MPLADS-4259,Jharkhand,LOK_SABHA,Bridges,4096817.81,3647755.65,223,288,73.86,CTR-012,15,14,1.0215,0.857,HILLY,2023,4833841.55,166.85
MPLADS-4260,West Bengal,RAJYA_SABHA,Other Public Assets,32119732.1,30132812.28,420,469,100.0,CTR-008,11,66,1.0097,0.6254,PLAIN,2025,34506307.64,108.18
MPLADS-4261,Meghalaya,RAJYA_SABHA,Other Public Assets,8913860.53,7148778.73,521,285,62.95,CTR-171,1,96,0.9564,0.3039,HILLY,2023,8336226.54,101.08
MPLADS-4262,Andhra Pradesh,LOK_SABHA,Bridges,41797511.07,39478029.64,367,289,91.38,CTR-101,13,71,1.2147,0.7887,PLAIN,2025,58946287.97,125.4
MPLADS-4263,Telangana,RAJYA_SABHA,Sports Infrastructure,7422000.15,7154129.76,260,233,75.48,CTR-120,1,38,1.176,0.469,PLAIN,2024,9316996.16,42.52
MPLADS-4264,Uttar Pradesh,LOK_SABHA,Sports Infrastructure,7327688.19,6845404.7,540,737,75.01,CTR-137,9,59,1.1039,0.548,PLAIN,2024,8868296.35,84.01
MPLADS-4265,Sikkim,LOK_SABHA,Electrification,25987644.09,23865542.52,283,282,95.16,CTR-101,13,25,1.1723,0.9845,HILLY,2024,37854592.53,95.02
MPLADS-4266,Delhi,LOK_SABHA,Bridges,38600541.43,38471184.21,230,206,87.37,CTR-172,1,36,1.0409,0.0069,PLAIN,2024,42149498.98,26.86
MPLADS-4267,Bihar,LOK_SABHA,Education,21146712.39,20653759.87,216,322,100.0,CTR-144,6,36,1.1619,1.0,HILLY,2024,31863561.74,125.39
MPLADS-4268,Maharashtra,LOK_SABHA,Roads,20175021.63,20548040.91,472,663,97.16,CTR-165,6,74,1.2093,0.5311,PLAIN,2024,28913163.8,72.41
MPLADS-4269,Telangana,LOK_SABHA,Electrification,14432646.46,13320679.02,434,165,18.02,CTR-014,12,48,1.1875,0.8382,PLAIN,2024,19239783.09,114.67
MPLADS-4270,Madhya Pradesh,LOK_SABHA,Sports Infrastructure,13971542.66,11467600.41,188,88,42.66,CTR-176,7,0,1.3128,0.6178,PLAIN,2025,16938359.88,33.7
MPLADS-4271,Andhra Pradesh,LOK_SABHA,Education,2345563.49,2362782.8,398,369,97.25,CTR-123,10,67,1.0345,0.9789,PLAIN,2024,2798334.62,81.13
MPLADS-4272,Goa,LOK_SABHA,Electrification,35571036.06,30976982.15,141,194,94.77,CTR-106,12,43,1.1711,0.3686,COASTAL,2025,44772266.81,79.04
MPLADS-4273,Andhra Pradesh,LOK_SABHA,Roads,38952826.31,37105145.9,463,187,49.37,CTR-133,1,68,1.1642,0.3337,PLAIN,2025,48254112.0,38.33
MPLADS-4274,Rajasthan,LOK_SABHA,Sanitation,37277301.64,36543098.12,293,8,0.0,CTR-021,8,27,1.067,0.5626,DESERT,2024,48010752.2,71.04
MPLADS-4275,Telangana,LOK_SABHA,Sanitation,42472289.1,36696456.46,327,155,59.47,CTR-177,11,50,1.0813,0.0891,PLAIN,2023,44191611.31,51.41
MPLADS-4276,Gujarat,RAJYA_SABHA,Healthcare,49433200.59,47210138.23,150,112,79.45,CTR-150,0,44,1.0362,0.8402,PLAIN,2023,51153291.85,49.02
MPLADS-4277,Maharashtra,LOK_SABHA,Drinking Water,31616196.4,32784264.14,125,26,15.78,CTR-135,12,38,1.057,0.2153,DESERT,2024,42485203.11,116.76
MPLADS-4278,Maharashtra,RAJYA_SABHA,Education,25690474.22,25520315.25,474,333,62.8,CTR-147,0,69,1.1342,0.9459,COASTAL,2023,35698626.75,64.79
MPLADS-4279,West Bengal,LOK_SABHA,Healthcare,14107198.99,12371096.41,90,124,100.0,CTR-024,14,55,1.0052,0.3997,PLAIN,2025,14391138.29,80.44
MPLADS-4280,Tripura,LOK_SABHA,Sports Infrastructure,21058809.91,20065333.73,190,20,0.0,CTR-099,10,50,1.2327,0.4446,PLAIN,2024,29117356.73,65.87
MPLADS-4281,Uttar Pradesh,RAJYA_SABHA,Sanitation,33010597.89,26824310.59,304,239,66.09,CTR-159,8,43,1.2093,0.9562,PLAIN,2024,39974248.49,95.59
MPLADS-4282,Haryana,LOK_SABHA,Community Halls,38195107.21,31225234.48,360,518,96.46,CTR-137,9,40,1.2392,1.0,HILLY,2023,53108516.3,140.53
MPLADS-4283,Goa,LOK_SABHA,Sports Infrastructure,35968186.85,30145653.13,537,217,57.85,CTR-003,10,81,1.1115,0.0374,COASTAL,2024,41680728.6,92.69
MPLADS-4284,Jammu and Kashmir,RAJYA_SABHA,Education,37294996.21,37942444.85,126,58,38.83,CTR-165,6,28,1.2429,1.0,HILLY,2023,62227638.82,95.73
MPLADS-4285,Bihar,LOK_SABHA,Sports Infrastructure,11157797.9,8972800.58,113,41,40.61,CTR-166,13,49,0.973,0.5994,DESERT,2023,11155946.94,97.64
MPLADS-4286,Kerala,LOK_SABHA,Community Halls,45453311.96,43723502.02,371,69,25.43,CTR-143,4,90,0.9593,0.5271,COASTAL,2025,48692562.32,97.65
MPLADS-4287,Nagaland,LOK_SABHA,Sports Infrastructure,24342129.99,22353259.42,221,270,100.0,CTR-137,9,27,0.9853,0.4034,DESERT,2025,25830081.19,55.41
MPLADS-4288,Arunachal Pradesh,LOK_SABHA,Electrification,23931137.06,21652283.18,444,480,100.0,CTR-116,9,55,1.1452,0.5824,HILLY,2025,31801468.58,95.5
MPLADS-4289,Chandigarh,RAJYA_SABHA,Sports Infrastructure,42558279.12,43368223.97,281,114,25.89,CTR-198,1,46,0.9893,0.5893,COASTAL,2023,49177658.14,68.31
MPLADS-4290,Odisha,LOK_SABHA,Healthcare,13801938.1,14313543.4,229,315,67.25,CTR-088,4,20,1.1396,0.4934,DESERT,2025,20102199.53,64.9
MPLADS-4291,Bihar,LOK_SABHA,Sports Infrastructure,3170703.29,2656869.79,371,164,29.07,CTR-149,13,69,1.178,0.0491,PLAIN,2024,3558568.29,77.33
MPLADS-4292,Haryana,LOK_SABHA,Roads,1710714.87,1593272.72,473,582,97.16,CTR-024,14,39,1.3214,0.5323,PLAIN,2024,2571801.58,100.9
MPLADS-4293,Tripura,LOK_SABHA,Bridges,48917753.41,45441113.0,117,28,14.34,CTR-057,8,27,1.3081,0.4152,PLAIN,2025,70761938.68,70.12
MPLADS-4294,Tripura,LOK_SABHA,Education,49445792.53,50166235.43,181,180,96.0,CTR-170,0,0,1.2125,0.7845,DESERT,2024,77104884.17,22.91
MPLADS-4295,Himachal Pradesh,RAJYA_SABHA,Sanitation,834343.86,848092.27,186,252,98.59,CTR-169,5,67,1.0519,0.9116,DESERT,2024,1134830.35,117.39
MPLADS-4296,Puducherry,RAJYA_SABHA,Education,45101888.14,36386801.74,402,367,100.0,CTR-097,3,49,1.2483,0.4257,COASTAL,2025,56655562.89,53.22
MPLADS-4297,Kerala,RAJYA_SABHA,Healthcare,39655260.68,36233194.12,431,254,50.5,CTR-139,5,89,0.9516,1.0,HILLY,2023,46005954.18,112.03
MPLADS-4298,Tamil Nadu,LOK_SABHA,Healthcare,33350317.75,31682171.89,133,11,31.75,CTR-115,8,11,1.1212,0.4373,PLAIN,2025,39727140.34,34.47
MPLADS-4299,Jharkhand,LOK_SABHA,Other Public Assets,3437193.51,2904638.81,188,101,46.07,CTR-196,1,46,0.9509,0.2233,PLAIN,2023,2745496.03,30.8
MPLADS-4300,Nagaland,LOK_SABHA,Other Public Assets,12460242.58,10539418.65,111,90,88.25,CTR-165,6,48,1.1702,0.993,HILLY,2023,16009028.75,123.8
MPLADS-4301,Nagaland,RAJYA_SABHA,Roads,9165588.75,8181424.44,466,612,100.0,CTR-119,3,52,1.2372,0.3191,HILLY,2024,13266325.0,74.86
MPLADS-4302,Ladakh,LOK_SABHA,Sports Infrastructure,11558749.71,9498627.02,172,230,72.31,CTR-130,10,10,1.2079,0.547,DESERT,2025,14616203.01,110.05
MPLADS-4303,Dadra and Nagar Haveli and Daman and Diu,LOK_SABHA,Bridges,3863952.25,3453567.63,300,365,85.68,CTR-155,6,36,1.0599,0.9785,DESERT,2024,4653665.58,91.38
MPLADS-4304,Arunachal Pradesh,LOK_SABHA,Bridges,3695351.97,3733089.62,267,153,56.74,CTR-187,2,24,1.2485,0.6609,HILLY,2023,6197796.29,45.53
MPLADS-4305,Jammu and Kashmir,RAJYA_SABHA,Community Halls,5535002.84,4679843.75,282,113,57.46,CTR-200,15,19,1.2447,0.7761,HILLY,2024,8041383.75,105.72
MPLADS-4306,Gujarat,LOK_SABHA,Healthcare,35709260.33,34793535.45,454,607,100.0,CTR-140,6,49,1.1096,1.0,DESERT,2024,47773816.05,91.87
MPLADS-4307,Chhattisgarh,LOK_SABHA,Drinking Water,10334726.51,8460975.51,291,278,100.0,CTR-034,8,45,1.3316,0.2693,PLAIN,2024,13302436.24,64.55
MPLADS-4308,Dadra and Nagar Haveli and Daman and Diu,LOK_SABHA,Community Halls,37765449.43,36122905.42,339,481,100.0,CTR-133,1,49,1.1531,0.9467,HILLY,2023,53802421.12,108.58
MPLADS-4309,Assam,RAJYA_SABHA,Other Public Assets,12769725.14,10847435.9,127,162,91.44,CTR-041,2,25,1.1416,0.3355,HILLY,2023,14921967.5,72.44
MPLADS-4310,Gujarat,LOK_SABHA,Drinking Water,29179635.09,30167596.5,187,269,64.78,CTR-021,8,34,1.1308,0.0093,PLAIN,2024,36843868.82,61.81
MPLADS-4311,Goa,RAJYA_SABHA,Other Public Assets,32113684.42,32716957.54,533,728,100.0,CTR-199,5,85,0.9945,0.22,COASTAL,2025,34191324.61,89.02
MPLADS-4312,Goa,RAJYA_SABHA,Sports Infrastructure,36411956.8,30115324.67,513,589,100.0,CTR-156,10,90,1.2546,0.3477,COASTAL,2025,47521278.91,127.96
MPLADS-4313,Rajasthan,RAJYA_SABHA,Drinking Water,48901359.97,39268361.7,458,523,89.46,CTR-127,1,33,1.3393,0.7734,PLAIN,2024,62515552.83,53.05
MPLADS-4314,Tamil Nadu,RAJYA_SABHA,Drinking Water,10768548.82,9274892.02,100,112,66.78,CTR-085,10,36,1.143,0.6447,DESERT,2024,13215891.58,114.15
MPLADS-4315,Madhya Pradesh,LOK_SABHA,Education,47636754.72,47696643.93,146,67,42.32,CTR-012,15,36,1.2709,0.5775,PLAIN,2024,72524638.07,54.3
MPLADS-4316,Jharkhand,LOK_SABHA,Drinking Water,30192394.13,28807485.3,457,227,45.31,CTR-151,13,56,1.3407,0.6943,HILLY,2024,53256469.17,141.81
MPLADS-4317,Delhi,RAJYA_SABHA,Sanitation,36006547.94,35325534.2,304,103,52.64,CTR-164,6,40,1.1356,0.8585,PLAIN,2023,47051497.79,51.54
MPLADS-4318,Rajasthan,RAJYA_SABHA,Electrification,29217849.71,25597739.8,387,463,100.0,CTR-184,11,33,1.2721,0.8647,DESERT,2024,42071883.61,91.4
MPLADS-4319,Chhattisgarh,RAJYA_SABHA,Other Public Assets,4969629.72,3996763.02,303,224,76.41,CTR-031,7,58,1.3423,0.1354,PLAIN,2023,6442191.49,71.18
MPLADS-4320,Karnataka,LOK_SABHA,Education,40717753.66,40235300.54,451,136,56.68,CTR-177,11,77,1.2768,0.0783,PLAIN,2023,60936595.98,91.98
MPLADS-4321,Jammu and Kashmir,RAJYA_SABHA,Healthcare,28626817.69,23799044.31,279,211,74.49,CTR-126,9,36,1.1435,1.0,HILLY,2024,36817068.8,114.51
MPLADS-4322,Punjab,RAJYA_SABHA,Bridges,12436976.24,11692859.82,142,79,40.14,CTR-098,10,12,1.0625,0.4013,PLAIN,2025,13339453.64,46.29
MPLADS-4323,Andaman and Nicobar Islands,LOK_SABHA,Drinking Water,25754328.97,25815347.09,273,134,53.87,CTR-012,15,36,1.193,0.1016,COASTAL,2025,38447432.27,95.7
MPLADS-4324,Goa,RAJYA_SABHA,Drinking Water,48575649.77,42378084.59,465,505,70.86,CTR-014,12,91,1.026,0.8181,PLAIN,2024,51037931.18,144.42
MPLADS-4325,Sikkim,LOK_SABHA,Education,25347071.17,20620014.43,188,219,75.9,CTR-106,12,37,1.1109,0.6686,HILLY,2024,30928394.44,84.19
MPLADS-4326,Mizoram,LOK_SABHA,Bridges,45748975.95,47016767.75,207,137,55.91,CTR-078,3,0,0.9986,0.4795,HILLY,2024,57572479.25,47.6
MPLADS-4327,Telangana,LOK_SABHA,Education,33191930.77,28347922.87,443,637,96.16,CTR-033,1,50,1.1771,0.9095,PLAIN,2023,40348200.41,55.13
MPLADS-4328,Puducherry,LOK_SABHA,Sports Infrastructure,48041490.67,41810991.21,421,314,86.77,CTR-006,13,48,1.1824,0.908,PLAIN,2023,60158064.78,103.68
MPLADS-4329,Punjab,LOK_SABHA,Bridges,15438438.05,12422574.36,198,165,80.29,CTR-153,14,0,0.9898,0.7867,DESERT,2025,15156562.35,41.66
MPLADS-4330,Himachal Pradesh,LOK_SABHA,Sports Infrastructure,20582089.2,19728022.49,176,69,38.14,CTR-005,6,12,1.2796,0.0175,PLAIN,2024,28873115.76,35.15
MPLADS-4331,Lakshadweep,RAJYA_SABHA,Community Halls,33288690.96,31867301.88,224,329,99.67,CTR-072,3,25,1.0792,0.7143,COASTAL,2024,41934724.7,62.8
MPLADS-4332,West Bengal,LOK_SABHA,Community Halls,40667441.05,37602838.27,230,170,76.44,CTR-054,7,69,1.266,0.9151,PLAIN,2024,56340430.5,95.43
MPLADS-4333,Meghalaya,LOK_SABHA,Other Public Assets,36458439.26,34304000.62,282,142,38.4,CTR-040,10,91,1.2007,1.0,HILLY,2023,54936201.32,164.21
MPLADS-4334,Manipur,LOK_SABHA,Sports Infrastructure,5215930.04,4286943.42,488,512,100.0,CTR-102,3,51,1.0418,0.5186,HILLY,2023,5775809.78,80.61
MPLADS-4335,Uttarakhand,LOK_SABHA,Sanitation,30297587.89,30980142.75,230,143,33.73,CTR-188,6,65,1.2247,0.4128,HILLY,2025,49649883.54,87.21
MPLADS-4336,Madhya Pradesh,RAJYA_SABHA,Sports Infrastructure,16463155.22,17266636.52,143,190,78.12,CTR-131,9,0,0.9516,0.1166,PLAIN,2023,15539972.87,41.76
MPLADS-4337,Delhi,LOK_SABHA,Bridges,33613672.24,33525235.51,356,106,20.15,CTR-060,10,36,1.3456,1.0,HILLY,2024,62092602.91,140.94
MPLADS-4338,Tripura,LOK_SABHA,Education,6308471.78,5921408.8,232,48,9.32,CTR-032,3,12,0.987,0.4801,HILLY,2023,6923809.08,67.43
MPLADS-4339,Lakshadweep,LOK_SABHA,Electrification,806042.53,745003.25,278,275,100.0,CTR-162,10,49,1.2844,0.598,COASTAL,2025,1213380.22,99.4
MPLADS-4340,Andaman and Nicobar Islands,RAJYA_SABHA,Roads,29998562.74,29666025.85,211,227,96.12,CTR-196,1,39,0.9532,0.4225,COASTAL,2023,29546410.89,39.63
MPLADS-4341,Chhattisgarh,RAJYA_SABHA,Education,46711214.15,44841924.61,404,307,75.92,CTR-182,2,55,0.9805,0.3862,HILLY,2023,54919338.5,102.76
MPLADS-4342,Odisha,RAJYA_SABHA,Drinking Water,781066.17,637551.66,255,67,26.68,CTR-014,12,68,1.3363,0.8141,COASTAL,2023,1068337.27,109.99
MPLADS-4343,Kerala,LOK_SABHA,Sanitation,3849360.38,3326113.21,352,180,52.72,CTR-192,10,95,1.1104,0.9104,PLAIN,2024,4322915.62,158.07
MPLADS-4344,Maharashtra,LOK_SABHA,Drinking Water,35333120.4,31188300.56,148,13,10.56,CTR-169,5,71,0.9597,0.9907,COASTAL,2024,36341550.29,104.11
MPLADS-4345,Haryana,RAJYA_SABHA,Community Halls,47674351.13,48924476.48,426,177,26.06,CTR-075,10,37,1.1322,0.5517,COASTAL,2025,69073028.08,60.67
MPLADS-4346,Kerala,LOK_SABHA,Other Public Assets,42291715.31,40803548.91,410,507,95.25,CTR-075,10,85,1.2162,0.9725,COASTAL,2024,62717290.92,119.82
MPLADS-4347,Uttarakhand,LOK_SABHA,Community Halls,41166315.49,37782490.13,525,460,89.55,CTR-040,10,62,1.1618,0.3571,DESERT,2025,56734470.95,95.46
MPLADS-4348,Telangana,RAJYA_SABHA,Sports Infrastructure,23384573.11,20339444.2,536,601,100.0,CTR-168,2,53,1.1122,0.7911,DESERT,2024,28362440.46,73.1
MPLADS-4349,Tripura,LOK_SABHA,Roads,29071980.27,24099328.06,390,525,100.0,CTR-112,12,50,1.1487,0.6046,HILLY,2024,37069455.72,117.61
MPLADS-4350,Gujarat,RAJYA_SABHA,Sanitation,25557603.33,20874882.46,350,122,18.02,CTR-173,12,49,1.2964,0.2826,HILLY,2023,36404856.53,113.22
MPLADS-4351,Arunachal Pradesh,LOK_SABHA,Electrification,17339735.68,15477106.14,159,171,99.56,CTR-200,15,0,1.0297,0.205,HILLY,2024,20683980.13,101.1
MPLADS-4352,Uttar Pradesh,LOK_SABHA,Healthcare,578588.08,587418.14,93,76,82.55,CTR-095,14,15,1.2343,0.7399,PLAIN,2024,877684.34,112.49
MPLADS-4353,Chandigarh,LOK_SABHA,Education,34880701.26,34479750.62,284,11,0.0,CTR-065,6,46,1.173,0.055,PLAIN,2023,45697626.33,43.24
MPLADS-4354,Gujarat,LOK_SABHA,Sports Infrastructure,27650801.04,28319947.83,313,81,31.03,CTR-080,10,50,1.3029,0.2458,PLAIN,2024,43362127.72,71.0
MPLADS-4355,Madhya Pradesh,LOK_SABHA,Roads,45543887.65,37690206.08,370,248,94.73,CTR-168,2,55,1.0815,0.2562,PLAIN,2024,46943448.07,34.85
MPLADS-4356,Haryana,LOK_SABHA,Drinking Water,14130296.95,13023662.04,239,173,53.35,CTR-158,8,27,0.9851,0.1637,PLAIN,2025,12972671.47,49.41
MPLADS-4357,Meghalaya,RAJYA_SABHA,Education,4115536.02,4289367.3,253,270,100.0,CTR-197,5,96,1.0964,0.5754,PLAIN,2025,5369391.47,74.22
MPLADS-4358,Gujarat,LOK_SABHA,Sports Infrastructure,46855924.18,39971052.36,356,237,57.56,CTR-032,3,48,1.285,0.2273,HILLY,2024,66677341.88,74.38
MPLADS-4359,Dadra and Nagar Haveli and Daman and Diu,RAJYA_SABHA,Electrification,17431488.29,17923050.34,344,174,62.15,CTR-087,1,49,1.335,0.8476,HILLY,2023,31298886.95,63.94
MPLADS-4360,Madhya Pradesh,LOK_SABHA,Drinking Water,22940640.85,23147031.65,216,208,81.76,CTR-145,15,29,0.9822,0.9944,HILLY,2025,31015674.04,152.11
MPLADS-4361,West Bengal,LOK_SABHA,Other Public Assets,1023502.72,879895.42,166,207,100.0,CTR-095,14,57,1.1636,0.3896,COASTAL,2024,1288189.17,67.77
MPLADS-4362,Maharashtra,RAJYA_SABHA,Healthcare,27448096.35,26706329.27,148,61,61.76,CTR-198,1,0,1.3096,0.5594,PLAIN,2023,39639162.3,39.74
MPLADS-4363,Dadra and Nagar Haveli and Daman and Diu,LOK_SABHA,Healthcare,26618465.23,25326140.97,274,28,9.55,CTR-145,15,50,1.2361,0.5405,PLAIN,2025,38594295.04,116.71
MPLADS-4364,Nagaland,LOK_SABHA,Other Public Assets,15636267.28,14886119.19,110,24,21.89,CTR-132,8,0,1.2473,0.4003,HILLY,2023,24655463.51,52.84
MPLADS-4365,Mizoram,RAJYA_SABHA,Community Halls,26593817.99,27511320.98,334,16,0.14,CTR-052,3,49,1.2949,0.8518,HILLY,2023,47640447.03,95.16
MPLADS-4366,Chandigarh,LOK_SABHA,Drinking Water,26965046.53,22603173.36,428,122,48.12,CTR-109,7,49,1.1021,0.5845,PLAIN,2025,27439149.5,90.99
MPLADS-4367,Rajasthan,LOK_SABHA,Roads,25513554.84,21443503.45,121,42,53.25,CTR-192,10,25,1.2201,0.3763,PLAIN,2025,30602565.75,67.33
MPLADS-4368,Tripura,LOK_SABHA,Healthcare,21824015.08,20012786.23,203,198,87.01,CTR-061,14,49,0.9632,0.4374,HILLY,2024,25742589.35,140.74
MPLADS-4369,Haryana,LOK_SABHA,Bridges,41345361.05,36653487.01,491,416,79.43,CTR-105,12,41,1.3073,0.4384,PLAIN,2023,54760023.85,99.85
MPLADS-4370,Chandigarh,LOK_SABHA,Drinking Water,12736484.8,12310527.31,158,236,100.0,CTR-179,14,45,0.9602,0.4772,PLAIN,2025,13137552.87,93.84
MPLADS-4371,Tamil Nadu,RAJYA_SABHA,Other Public Assets,47798212.73,49468877.04,228,154,64.27,CTR-058,2,10,0.9647,0.5994,HILLY,2025,58298332.87,63.39
MPLADS-4372,Kerala,LOK_SABHA,Sports Infrastructure,27106366.98,22942059.56,209,21,0.0,CTR-185,7,23,1.046,0.6192,PLAIN,2023,26912697.78,74.36
MPLADS-4373,Himachal Pradesh,RAJYA_SABHA,Sanitation,23564338.73,20342274.06,123,142,99.34,CTR-120,1,47,1.194,1.0,HILLY,2025,30759998.69,88.77
MPLADS-4374,Uttarakhand,LOK_SABHA,Electrification,7701610.28,7628933.69,514,767,100.0,CTR-040,10,69,0.9926,1.0,HILLY,2025,10095192.85,100.79
MPLADS-4375,Delhi,RAJYA_SABHA,Electrification,47122823.47,39825018.93,516,169,32.87,CTR-166,13,36,0.9881,0.3479,PLAIN,2024,43811006.75,65.87
MPLADS-4376,Bihar,LOK_SABHA,Other Public Assets,18626025.17,17155641.92,212,235,100.0,CTR-132,8,74,1.0349,0.6192,PLAIN,2025,19836456.11,95.68
MPLADS-4377,Uttarakhand,LOK_SABHA,Roads,41345930.23,35605711.73,291,268,100.0,CTR-060,10,67,1.0117,1.0,HILLY,2025,46949900.61,117.13
MPLADS-4378,Odisha,LOK_SABHA,Roads,35617565.14,36941948.4,293,153,52.66,CTR-149,13,81,0.9854,0.2993,PLAIN,2024,41296527.29,90.85
MPLADS-4379,Madhya Pradesh,LOK_SABHA,Sanitation,45817925.64,47724062.52,359,210,89.78,CTR-189,3,52,1.0821,0.005,PLAIN,2025,56116133.44,42.21
MPLADS-4380,Haryana,LOK_SABHA,Sports Infrastructure,14893532.58,15126276.29,135,194,100.0,CTR-102,3,9,1.1361,0.3181,PLAIN,2024,18735010.83,19.42
MPLADS-4381,Uttarakhand,LOK_SABHA,Electrification,7175033.93,6827353.33,170,55,42.98,CTR-161,15,18,1.3202,1.0,HILLY,2025,12111328.57,146.09
MPLADS-4382,Meghalaya,LOK_SABHA,Healthcare,7553494.91,7162317.15,453,89,0.0,CTR-071,12,85,1.1037,0.2343,HILLY,2025,10302676.53,112.08
MPLADS-4383,Mizoram,LOK_SABHA,Other Public Assets,18236766.44,15767123.12,266,257,100.0,CTR-119,3,49,1.1765,0.3145,HILLY,2024,24226756.16,67.44
MPLADS-4384,Puducherry,RAJYA_SABHA,Sanitation,44555465.21,42608214.14,505,506,100.0,CTR-090,13,47,1.0653,0.1163,PLAIN,2024,50229497.44,99.87
MPLADS-4385,Chhattisgarh,LOK_SABHA,Sports Infrastructure,29788152.69,26781155.82,350,107,14.3,CTR-018,2,59,0.9903,0.4935,DESERT,2024,31801108.57,65.69
MPLADS-4386,Chhattisgarh,LOK_SABHA,Electrification,48782203.64,49146998.14,527,491,83.07,CTR-071,12,61,1.2025,0.3817,PLAIN,2025,69780749.05,68.21
MPLADS-4387,Himachal Pradesh,LOK_SABHA,Other Public Assets,20513880.29,20020798.43,145,129,97.25,CTR-178,2,45,1.2292,0.1215,PLAIN,2025,27647908.53,21.83
MPLADS-4388,Ladakh,LOK_SABHA,Education,9523990.82,9116917.73,447,574,89.16,CTR-141,15,14,1.262,0.805,HILLY,2024,15531573.14,117.53
MPLADS-4389,West Bengal,RAJYA_SABHA,Community Halls,16482301.37,15938758.36,371,208,65.35,CTR-051,12,66,1.1108,0.6301,COASTAL,2023,21416414.51,104.65
MPLADS-4390,Rajasthan,RAJYA_SABHA,Bridges,37507170.39,32674986.26,178,166,91.65,CTR-129,9,26,1.267,0.8185,HILLY,2025,56263479.44,130.4
MPLADS-4391,Bihar,LOK_SABHA,Drinking Water,10600247.6,11031780.43,338,63,40.61,CTR-106,12,74,1.3458,0.3136,HILLY,2025,19976087.2,104.84
MPLADS-4392,West Bengal,LOK_SABHA,Roads,24953192.32,21832912.6,398,425,100.0,CTR-114,7,66,0.9703,0.7578,DESERT,2024,26002398.83,67.81
MPLADS-4393,Assam,LOK_SABHA,Other Public Assets,20255870.64,20276963.19,365,77,5.08,CTR-175,11,93,1.0356,0.5343,PLAIN,2025,22829608.47,116.3
MPLADS-4394,Himachal Pradesh,RAJYA_SABHA,Sports Infrastructure,24232601.69,23377904.03,104,91,86.47,CTR-145,15,44,1.1546,0.4132,PLAIN,2024,31083525.1,104.68
MPLADS-4395,Puducherry,LOK_SABHA,Electrification,18178149.05,16082998.49,123,73,74.01,CTR-092,12,0,1.0969,0.3618,PLAIN,2025,20367452.2,71.85
MPLADS-4396,Ladakh,LOK_SABHA,Drinking Water,42931719.17,44736031.94,208,167,72.02,CTR-024,14,10,1.2636,0.2556,DESERT,2024,71265772.42,76.2
MPLADS-4397,Punjab,LOK_SABHA,Sports Infrastructure,2477210.2,2283478.69,354,162,58.97,CTR-192,10,43,1.3221,0.0458,PLAIN,2023,3546548.42,46.85
MPLADS-4398,Meghalaya,RAJYA_SABHA,Sanitation,37355207.97,36265106.47,183,149,100.0,CTR-200,15,0,1.3134,0.5414,HILLY,2023,63656601.4,125.17
MPLADS-4399,Andaman and Nicobar Islands,LOK_SABHA,Healthcare,16739588.55,16130983.16,224,216,100.0,CTR-004,7,24,1.0162,0.1539,PLAIN,2024,17672314.88,47.38
MPLADS-4400,Jharkhand,LOK_SABHA,Healthcare,45958701.25,45666529.48,319,234,59.36,CTR-107,12,65,1.2875,0.3646,COASTAL,2025,76619525.95,120.76
MPLADS-4401,Puducherry,LOK_SABHA,Bridges,33983516.0,28638755.58,430,270,74.79,CTR-199,5,52,1.249,0.9506,HILLY,2024,47638078.12,92.04
MPLADS-4402,Rajasthan,LOK_SABHA,Bridges,14730871.25,14197903.26,461,521,100.0,CTR-012,15,37,1.0147,0.068,PLAIN,2025,15603915.29,75.99
MPLADS-4403,Madhya Pradesh,LOK_SABHA,Community Halls,7507117.53,7563891.64,434,587,99.64,CTR-012,15,52,1.0551,0.9808,HILLY,2024,11072003.09,159.59
MPLADS-4404,Mizoram,LOK_SABHA,Healthcare,29472671.91,30248887.12,104,98,68.94,CTR-197,5,26,0.9678,0.2519,HILLY,2025,36336302.02,82.13
MPLADS-4405,Rajasthan,LOK_SABHA,Healthcare,31906832.43,29882948.61,510,264,65.51,CTR-066,5,35,1.3426,1.0,DESERT,2025,53701672.52,99.52
MPLADS-4406,Chhattisgarh,LOK_SABHA,Sanitation,6557601.87,5412574.83,172,231,100.0,CTR-039,4,54,1.307,0.6612,PLAIN,2023,8486612.88,69.85
MPLADS-4407,Lakshadweep,RAJYA_SABHA,Electrification,20615813.39,20226704.77,290,171,55.88,CTR-187,2,27,1.2802,0.4924,COASTAL,2025,31310571.51,41.07
MPLADS-4408,Bihar,RAJYA_SABHA,Community Halls,23888794.51,21480882.88,300,13,0.0,CTR-169,5,65,1.199,0.5128,PLAIN,2025,30060821.91,65.39
MPLADS-4409,Delhi,RAJYA_SABHA,Sports Infrastructure,15307199.45,14031401.93,325,476,85.61,CTR-163,6,27,1.2741,0.6882,HILLY,2024,23300288.78,77.92
MPLADS-4410,Jharkhand,RAJYA_SABHA,Healthcare,18180558.22,15282886.6,290,362,100.0,CTR-190,4,52,1.0205,0.2873,HILLY,2025,19955445.48,86.88
MPLADS-4411,Sikkim,LOK_SABHA,Community Halls,28586865.0,28652257.33,202,11,0.0,CTR-072,3,11,1.027,1.0,HILLY,2024,36757475.98,60.01
